Year,Année,ISO,Jurisdiction,Juridiction,Month,Mois,Number,Data Qualifier,Nombre,Qualificatifs de données
2014,2014,NB,New Brunswick,Nouveau-Brunswick,May,Mai,79,a,79,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,June,Juin,20,a,20,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,16,a,16,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,August,Août,12,a,12,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,9,a,9,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,April,Avril,3,a,3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,May,Mai,164,a,164,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,June,Juin,3,a,3,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,22,a,22,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,August,Août,11,a,11,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,15,a,15,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,7,a,7,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,April,Avril,151,a,151,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,May,Mai,55,a,55,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,June,Juin,25,a,25,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,10,a,10,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,August,Août,25,a,25,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,12,a,12,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,33,a,33,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,April,Avril,16,a,16,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,May,Mai,25,a,25,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,June,Juin,16,a,16,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,39,a,39,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,August,Août,79,a,79,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,35,a,35,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,4,a,4,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,April,Avril,37,a,37,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,May,Mai,124,a,124,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,June,Juin,34,a,34,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,40,a,40,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,August,Août,15,a,15,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,31,a,31,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,6,a,6,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,April,Avril,12,a,12,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,May,Mai,87,a,87,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,June,Juin,19,a,19,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,21,a,21,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,August,Août,32,a,32,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,5,a,5,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,3,a,3,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,2,a,2,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,5,a,5,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,19,a,19,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,36,a,36,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,29,a,29,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,30,a,30,a
1990,1990,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,41,a,41,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,4,a,4,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,29,a,29,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,38,a,38,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,12,a,12,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,32,a,32,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,2,a,2,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,47,a,47,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,15,a,15,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,13,a,13,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,26,a,26,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,3,a,3,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,4,a,4,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,1,a,1,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,13,a,13,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,24,a,24,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,5,a,5,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,13,a,13,a
1993,1993,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,5,a,5,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,3,a,3,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,15,a,15,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,35,a,35,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,35,a,35,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,35,a,35,a
1994,1994,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,5,a,5,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,3,a,3,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,23,a,23,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,20,a,20,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,14,a,14,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,23,a,23,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,3,a,3,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,2,a,2,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,13,a,13,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,23,a,23,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,12,a,12,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,4,a,4,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,48,a,48,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,9,a,9,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,15,a,15,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,25,a,25,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,26,a,26,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,11,a,11,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,1,a,1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,1,a,1,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,94,a,94,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,55,a,55,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,11,a,11,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,18,a,18,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,5,a,5,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,10,a,10,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,66,a,66,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,66,a,66,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,20,a,20,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,10,a,10,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,10,a,10,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,25,a,25,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,14,a,14,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,34,a,34,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,44,a,44,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,9,a,9,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,15,a,15,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,7,a,7,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,2,a,2,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,January,Janvier,1,a,1,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,5,a,5,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,December,Décembre,1,a,1,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,30,a,30,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,36,a,36,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,33,a,33,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,63,a,63,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,10,a,10,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,7,a,7,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,5,a,5,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,30,a,30,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,23,a,23,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,13,a,13,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,14,a,14,a
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,6,a,6,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,14,a,14,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,3,a,3,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,November,Novembre,1,a,1,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,2,a,2,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,32,a,32,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,45,a,45,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,6,a,6,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,16,a,16,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,21,a,21,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,1,a,1,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,1,a,1,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,1,a,1,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,65,a,65,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,16,a,16,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,14,a,14,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,23,a,23,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,3,a,3,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,6,a,6,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,6,a,6,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,34,a,34,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,31,a,31,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,23,a,23,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,14,a,14,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,7,a,7,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,3,a,3,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,6,a,6,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,33,a,33,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,5,a,5,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,9,a,9,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,7,a,7,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,3,a,3,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,11,a,11,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,2,a,2,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,19,a,19,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,17,a,17,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,10,a,10,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,1,a,1,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,6,a,6,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,6,a,6,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,2,a,2,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,33,a,33,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,8,a,8,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,14,a,14,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,2,a,2,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,7,a,7,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,3,a,3,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,1,a,1,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,26,a,26,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,52,a,52,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,27,a,27,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,29,a,29,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,4,a,4,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,8,a,8,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,3,a,3,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,3,a,3,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,November,Novembre,1,a,1,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,2,a,2,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,7,a,7,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,5,a,5,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,4,a,4,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,4,a,4,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,11,a,11,a
2010,2010,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,6,a,6,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,2,a,2,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,2,a,2,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,14,a,14,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,5,a,5,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,5,a,5,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,9,a,9,a
2011,2011,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,4,a,4,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,23,a,23,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,1,a,1,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,20,a,20,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,14,a,14,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,31,a,31,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,36,a,36,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,9,a,9,a
2012,2012,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,4,a,4,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,2,a,2,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,2,a,2,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,7,a,7,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,21,a,21,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,10,a,10,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,22,a,22,a
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,7,a,7,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,1,a,1,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,2,a,2,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,21,a,21,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,2,a,2,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,1,a,1,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,14,a,14,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,2,a,2,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,4,a,4,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,November,Novembre,6,a,6,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,18,a,18,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,22,a,22,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,18,a,18,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,8,a,8,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,4,a,4,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminé,1,a,1,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,3,a,3,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,12,a,12,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,41,a,41,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,18,a,18,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,19,a,19,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,24,a,24,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,14,a,14,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,October,Octobre,2,a,2,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,March,Mars,6,a,6,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,April,Avril,1,a,1,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,May,Mai,44,a,44,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,June,Juin,8,a,8,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,July,Juillet,11,a,11,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,August,Août,16,a,16,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,September,Septembre,11,a,11,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,9,a,9,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,34,a,34,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,89,a,89,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,134,a,134,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,58,a,58,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,74,a,74,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,62,a,62,a
1990,1990,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,36,a,36,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,1,a,1,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,26,a,26,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,208,a,208,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,174,a,174,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,145,a,145,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,162,a,162,a
1991,1991,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,10,a,10,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,13,a,13,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,43,a,43,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,138,a,138,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,46,a,46,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,19,a,19,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,18,a,18,a
1992,1992,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,19,a,19,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,4,a,4,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,78,a,78,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,110,a,110,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,20,a,20,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,21,a,21,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,August,Août,43,a,43,a
1993,1993,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,26,a,26,a
1994,1994,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,22,a,22,a
1994,1994,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,14,a,14,a
